id,ProId,ProCreationTimestamp,CustId,CustCreationTimestamp,Rate,TaskCreationTimestamp,Price,ServiceId,CategoryId,ZoneId,TaskState,TargetProId,isFraud
nvQAjMxujd4rFgnSb88gcx,zEKMcqaT79z6xyk23Z6xbx,1518105424286,zDjeHe9wBnrBCTMNre7r3u,1521798712454,5,1524992037534,,Jy7nZvUqvwDUhcAG59wPcg,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
HnboLyy4Wk97HFmT6pkwXB,7kymUR6aRdH2t4ndeT5p4k,1553604999654,UwVtybnd8ywgA2oLHRwdYA,1574699973174,3,1575102797082,90000,UX7m6RWnKWvmw82URCyUMB,VzkJEPR5H3mnqctJ8TW3YS,HN4YtXs2DMXEcY3xzexmxA,Finished,LoQdTEaSmfeDfHoCHLwg2S,FALSE
N9vFtJFtYjZt5tCwv2GEJb,6qk3cX8S2v6tvA2Axccmbf,1528182011715,LEH5yMV6tkWNGg4LN8TtMe,1535440591092,3,1535605281096,80000,UX7m6RWnKWvmw82URCyUMB,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
ooJR2qoUTJehDhMestnZ8N,Tv9rGDcHxcmpYfzTzfEYyq,1547649001068,dPhZtyjyvRK6SY8FgKnvKr,1555131335423,5,1556102956255,200000,HB4gCufXu2FDxpLNtHTrfk,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
FCDohAHwFopm2oeH9FDvDv,8h4fVbeULqBqpa9EScizpp,1533244382485,KeAhJ2PL4s4uqZgV32ePP5,1568375516518,3,1569377580761,,DXe9nGE6ZNuASYUsx7LDm4,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
3u3grH4JnsvXBQHnPug7G3,pF4DMkYUkuNKHFMzXPWhPS,1541883673780,BXYroFUpLusNRjXnTm6cis,1551342527669,5,1563685299468,,97TmH72MfDNXTJ9J4kW4ju,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
aHbf6cD4fqwvdoZPix8oFD,WFDiEmBraXedJF4VsFPJxu,1539293519695,dSX6abYMzTNcyABfSRkTty,1540299559975,5,1540462086840,130000,WHtgyKHcBHBmvyKkjzfAqU,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
oQqCjU28WMXLQcUSdUnca9,6ykGNB4SJkJ6Gsf3CwSqAy,1546640412378,yeycJtFZih6xjKjgityJvH,1542880337365,2,1547450967960,150000,uDHVz7XXXRCkGKWRUe2jKp,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
KMdV8xJxEwdTxomMfLPAvP,g4A8WLxdu59Mp9YHE22Sjj,1518104111240,BUSwugPaV4QYJZahWTZvdP,1523801073205,1,1524918129448,,UX7m6RWnKWvmw82URCyUMB,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
smmzP7HDx7ogGAMV3j29Fy,RyQtgMa5xYn2B6SevwCW7v,1536589150655,LoHNsPGpbnjYebJM26N4Uy,1555693371625,5,1556963160415,40000,SrR2z55TJoDYMvAfmC4qtX,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
dhEG3He42NypGF2YDy5TJr,kYbXzxWtkvGjEfbKtXJLc2,1551276380692,DGnWnNqdGAfEeb7WoAkeNw,1565858046802,5,1566229522838,200000,NEJ96Dekwh9uFzcR6vNUdF,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
tU82durx3E4efQuntYNppL,XXYnSBrEy43qANvYfG2beS,1548155922410,UyohbfRi8RMZhPK5NHhdbZ,1561011017572,5,1561621030180,200000,VKoejhc3preQHi3wrVZKKP,JdqYJwUosvwivsFdThmcXe,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
4fhfppoUrjftgMAuQLVDKv,QPqg2LUmNNQZRCcEsvzb2s,1542035924301,s5N3i9atg86Me2aGxmrpTq,1542056652463,5,1542099605229,80000,sDRRkkrrCx3krdGsGqwhFR,VzkJEPR5H3mnqctJ8TW3YS,Exa7SPbiAcpe6Px23obGiX,Finished,,FALSE
3GPW2NyrbUG5wLeAmS96BR,ung38G6iTkGcXgFZmbakUz,1528191136272,zH4Qzu3YwBpsiDwMta2NmN,1528520865522,5,1528873411586,70000,5YkLrEdys7QnTpdrsj7QKT,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
YFMogmetsbyxE5HT6fJsvu,w6KANmmsbqyHvzbhhLnqf8,1554404252924,hTiDcZWdSNHba79mZs3RKr,1557201047980,5,1570802514720,,SrR2z55TJoDYMvAfmC4qtX,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
btEefUtSc4h8WQD2GpfCvE,XAraZZy2Ds5SQa3pZaPR4s,1539534120060,mfxCGrWQtScWYmh5ngtgmG,1527492474734,5,1547052196053,350000,p8vrwvQQMSkSPUSWLnsRaQ,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
dPZdLgfvmMnZum9hCLuJgY,wD4kFwMz8ygfSL4GGgZMnw,1563825774701,fbAtehMqawsMqe4sJstWN4,1570559138185,5,1572256687512,1200000,tBsHP4X9CQYNeHTqDGv4nE,VzkJEPR5H3mnqctJ8TW3YS,6CgUdm5YDCyDjZh6PDAdfa,Finished,,FALSE
7g5UzCw9pHymLwSEsYWXJJ,rCB6oNrHkaMF4CubJ95xot,1557467007756,CSSwkk4kHcqirBjLVQYQVx,1557500564691,4,1571736144073,,6BfEpCuvBpULXAPW9p2aXs,VzkJEPR5H3mnqctJ8TW3YS,Exa7SPbiAcpe6Px23obGiX,Finished,,FALSE
nzwwT3rxpKdRTM2gZ72LiU,tu3Wh7yhnpPnqQJmhJR4yw,1558348363339,ZzuLLbxrofyC5H6fC3FTRq,1556970712480,1,1558990452589,,uDHVz7XXXRCkGKWRUe2jKp,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
mCTTM4FgC66ps8zczXSxDr,CFCtzH9kNKf9yjZf3uZLYm,1537871677940,3n4uzDoaThNBR789og3vdq,1560073705746,5,1561999907066,60000,kURdbmZfGJti7U4XXp3HgM,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
78mRxCxxTYMQ3HYvEQ8hmJ,upZAng5jQoyEFMVAuQzpyB,1551812067761,5c47BQ4UhybcyhMa9jPmAt,1536744307932,1,1557068244182,100000,UX7m6RWnKWvmw82URCyUMB,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
eFTX7AR8Re3TzxpHKwveTu,qHg2go4eunWpmZwkjRHAUw,1547111046926,SWQvzV3hPQoRpVGCCXyFjt,1552314501967,5,1561303031939,3200000,tBsHP4X9CQYNeHTqDGv4nE,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,qHg2go4eunWpmZwkjRHAUw,FALSE
qBVZDJ3zfoyPZNKkk9S4Fy,q8yHdbLDLMfoyaMfHB3Ydi,1533632533130,ef9ygCeogi7zjXiPy3TNXt,1568299347350,5,1568640957276,130000,bKv8JeCDhHBCe8SnfDcv66,VzkJEPR5H3mnqctJ8TW3YS,4vmCuHsVCshaWa5e5WxrNK,Finished,q8yHdbLDLMfoyaMfHB3Ydi,FALSE
7BZUKgs5Ar8DFqr76SQiQ2,V8MKaH75jKCWPnfMe3sALb,1547531368696,aqf3LXWxdXeasMiy8HMiaq,1554398517001,5,1554561366794,1090000,jzRK44iXpXDWVJrp4LpBYr,kRyJUveqktavaCXyhPdceK,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
WqNXwmm3Gt4Erx4afk7RKp,5coNwAFwg8vWHEPib92nkM,1542544031827,6RFKWcH2bEyiSrAn5yk8Pr,1559195509686,5,1559206835705,50000,yE6LsYG8ZaJkzxxJ6jJqtA,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
VeEfVPNPUHrdFZK4D9wX2x,Lv6GxVcF2vB7y7MtTNMvJa,1546805902385,6GusYkWkECDRNDuvwuHZmS,1570264377368,5,1570267966319,80000,kURdbmZfGJti7U4XXp3HgM,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
ijtU8FBrAvcy7FgU2aEtzQ,bYNRhKzCtGbxZ7Gi3LN9U9,1546513265838,RqqyDfH6sa3dQ68rXijQH7,1574447574730,1,1575404014448,,VKEPzmEzUL3ziG7WQipaFX,VzkJEPR5H3mnqctJ8TW3YS,Exa7SPbiAcpe6Px23obGiX,Finished,,FALSE
scz4NjGiYuQ72icXeRFAoE,Zp4qhXdtYSvdWPWJJzaycu,1546119851277,assVGKbArccwBZumPibtme,1546863041405,1,1546968551005,150000,hhFqYM4ba8mYjeY6vgAoQB,VzkJEPR5H3mnqctJ8TW3YS,SSR8SSCR9m9JeMPQcumQAA,Finished,,FALSE
Z6rkfbZqVwNSaTR3H8fub6,f8xXSBn7vxrmWGiqDfEwAL,1533815085992,MHNdwGJXsGksxgc79CYV9L,1535369435628,5,1535384069083,450000,5YkLrEdys7QnTpdrsj7QKT,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
DxAojSruaHWMFw8z2VWHn4,Z8rqhHSjCtFksYKwJSWg6K,1543589869096,fL2DhWkGhTAGjCX6VzqM9A,1551531763919,3,1551556971836,250000,Mp46vnGG434DMnbMNCsKUT,Ax5bRJZGir8vaZMs3ZB9i5,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
47JZ26ycD5FmsdJtXu9VXG,HKpRaVH4kntSriQZHRep53,1558776300850,yVLrHRxpzwkm3aV8GN2pmK,1563723223150,5,1564061002457,,fwahoSvY9BgsKM27Pmrakr,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
ibUtqgXZTmo5C5RizRr6GH,PEci9VmKkFhWdx5JQC7UPV,1507727811649,QeUrTf2pmzesok2AuWnkEM,1570358136442,5,1570605482556,120000,UX7m6RWnKWvmw82URCyUMB,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
J3mBQAFXg4yBmewCxgVsZr,3qoqpxasTPmYASFtNPrcWX,1561359915508,iApXiyHGZoa3pQ4PaHGMsC,1562249303567,5,1562390190581,900000,aAkNmQxRakik386nZvYv9d,VzkJEPR5H3mnqctJ8TW3YS,tN35YMTz5NLQM7WNLQU9Ty,Finished,,FALSE
Zd3JzEy2cSPxnUsqusiN7B,vdk6VecB3KfX5HANQyccLs,1531033922905,ae3aH4nWjavdLufr6keY2H,1552500607436,5,1552577757913,,5YkLrEdys7QnTpdrsj7QKT,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,vdk6VecB3KfX5HANQyccLs,FALSE
eUm76wfV7S9NgMxELQKZNo,5DyYJgxd7AAyR4KrWM7Qdv,1551895614670,K57T8HHABPYeQ4dSujVGdX,1555997357128,1,1556174510819,190000,mMTCfv4EXt6D74XiKxf33G,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
55k3ghsYAj6GYLVgjZGRPw,qv8L6yefk2guJzZn4FtGMj,1528991267906,6bR5mTXCT52Aqmwsiry6z9,1534598190016,4,1566614624110,100000,5YkLrEdys7QnTpdrsj7QKT,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
3boW5yMXX8raL5exESpeou,XztanDkY7aBWvheoP4yi8o,1557839204546,bytkuEmaBjUnufkGcXs7LM,1561466947243,5,1561645426059,95000,aAkNmQxRakik386nZvYv9d,VzkJEPR5H3mnqctJ8TW3YS,mgpdKJ5Ly9Tu437pNp7WsH,Finished,,FALSE
EvpSiWP9TRd5qYC4pBq6Vi,N7gMBSBKk8FgBZyPHvs36k,1546188882496,RS5q6o5e2oBnD4SbX9otZi,1528407127120,5,1564728423967,80000,UX7m6RWnKWvmw82URCyUMB,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
8M9KAGJLqPuZgxpupx7aGu,Sm4Eok9Q5S5BFd5DTYyEwx,1562924442286,SBYyonhRtR5YoiHfNXr2ay,1572405787668,5,1574433165568,245000,ubLYtF5bVAMzbxDyy9Beuz,kRyJUveqktavaCXyhPdceK,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
hWFSknKEdmAtj9M5Ejrkr2,qi5vs9FNkTrBixgDRTzWm6,1535304163989,FZCmHAkyboHqm3MwoLWhYV,1536596482117,5,1536599219261,2300000,tBsHP4X9CQYNeHTqDGv4nE,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
wrjSyPQvZEDPNaiA6tSb7k,XzLYNNtMNdRrJZmy5ypAMJ,1534072645918,Vufrtbjswf6ppBxrFvJwxJ,1540194956844,4,1551175017431,,SwQhR34dsbrsNVkRv5VrBF,VzkJEPR5H3mnqctJ8TW3YS,SSR8SSCR9m9JeMPQcumQAA,Finished,,FALSE
DRkwzSreS7cHYyg5e8xwor,knupZkwrDhPTzDLUrUuAQX,1560177296293,8xh5CMyXKMNVFCquPLWYDb,1532228294482,5,1562918838559,1700000,X23hj6VjCf3e6zBxjuwsra,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
GoY7R3aBSAh59LSkJFwgBi,nZLM9iFPbevKM2wxzmyhDC,1572459746831,ZJR8tBkEGtcRSUa8j4TW9B,1572778391171,5,1572850790154,120000,YydVTYveJCgKBnguKtzTtk,HnKFgSQGdwEj7q6Z8ws4cb,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
8iA4dXXiQcGo6ms8gvJawy,8h4fVbeULqBqpa9EScizpp,1533244382485,DAsu7dgNYfN78EPJSpeXLi,1565014488994,5,1565024730834,50000,aAkNmQxRakik386nZvYv9d,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
mgtgZg5TmngpWoasC5Ah6B,CFCtzH9kNKf9yjZf3uZLYm,1537871677940,3aRiiVPauXgjsucPiQ47dy,1546261142342,5,1546261714912,100000,tULkZ7EE6JfU27mPfoGzxA,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
k5BeavawdcSGPzbtzkNAr3,B2wPc9eMB9vsc6UUpJ7jtb,1553712199722,9xcLh6NF5gqxwn2pisY2oi,1547203437987,1,1562040229798,,5kmdrs3BfWRugmzB65Mkjf,Ax5bRJZGir8vaZMs3ZB9i5,XZCnwH2vCRhHReoVx9X3XV,Finished,258pjAdXRonen93HG5M4ps,FALSE
FzbnPfzf8wozFSbqKPYDar,NQhKZ6qQV94K8JXBfwwAN9,1548745567910,K2T6GaVHfKwovfGxp5dwCB,1563183781502,5,1563244802128,135000,aAkNmQxRakik386nZvYv9d,VzkJEPR5H3mnqctJ8TW3YS,Exa7SPbiAcpe6Px23obGiX,Finished,,FALSE
ycon8poC9Gq8D9vtHooVyo,qRGniU8hJzZQ2sWA3TvMTY,1545460832847,uRV43neSh96xStEcM9oDwA,1557916615257,5,1558029205026,200000,aAkNmQxRakik386nZvYv9d,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
D7b73DYf9wvCFtvRQdSRcR,rJBKtZ5kmh8fg7ZXvXvgTm,1524913248146,3t4c7agb7WF9DvH5vQjBe8,1551442796797,5,1551611019696,200000,hhFqYM4ba8mYjeY6vgAoQB,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
pzk8yPPzPPUtc8pe9KCzXg,tEHaUDgFLQJk5btSy8RJt5,1537040015680,QQCtxfAH8rr89qMFgYtnGH,1537528449292,1,1539141413137,150000,f8o6yBmfeJiUTAmvpRCFAZ,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
ZwyerV93JdPmZgjSe2fXU7,McUamUKCcucEFRcX8QDRz7,1530268506173,Qw27s6r6jiSLDhM6KPwobP,1531939067330,5,1534482540106,40000,dhkij8zJfVRwvmz9T8VNUL,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
CmjJcKkvgNPFk2iuUPBwAA,x2rfqJ87pJ8S4ogyN3mcbJ,1548859420534,eYhD43DWzFiurdYZVaRAiK,1568745650741,5,1568983203129,160000,2qXNTbtZHkPx4ohWYJmTdv,kRyJUveqktavaCXyhPdceK,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
7tggVM8Kw6jFvbuXKVfoLQ,QVLTFtYHKexLxKdR4KxAMP,1550927186158,kYhssv37Hj3RseN8TakkVv,1558863092618,5,1559659414177,100000,mFWHtrwi8P4Wz3sHPPZon8,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
drZZ8tSMmQAJHR9MEr5rRW,A877Fxyv3kcdGS8vEFt5cX,1528123514175,q8LCWeLjxKnAGTjnYccTsQ,1552456628746,5,1552809907319,160000,UX7m6RWnKWvmw82URCyUMB,VzkJEPR5H3mnqctJ8TW3YS,Exa7SPbiAcpe6Px23obGiX,Finished,,FALSE
8Dzf66iNweu53aSfF6D5yD,eTZfDTFuQxkzed7LzHv6N7,1558352406230,Mith7yrEzoGAPaqkoHJXnf,1565951399601,5,1566716957859,200000,RuHStk6wqAVUJJtD22JcWU,L3a2wDTjmBCiSEE5nzkomU,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
2JPNCgJkTYSi2dchSRjpns,PEci9VmKkFhWdx5JQC7UPV,1507727811649,7nxyg3eMyrJdcYda3a6nHZ,1530774837246,1,1568904941996,,UX7m6RWnKWvmw82URCyUMB,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
CPrnJ9jwyfbceHpHfdUhaT,UcTNELYpUnpzRRXes5fDgs,1526108737789,VUVM6dHoD9LRkUiMBbH66T,1532428410763,5,1532577032101,600000,SwQhR34dsbrsNVkRv5VrBF,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
dPmZ25tbERKcBEuLZuYyFd,LQmso86aeHUNyeCs39Tizd,1549356734883,XxpooPHeoRrU5eMU5cKvNn,1559033051854,5,1559126196025,45000,sZrw3yrEMXnhsVkjKWDW3V,HnKFgSQGdwEj7q6Z8ws4cb,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
zDzyrfDpT3cisAvac2nTAL,uneHCYuC8nSV9pX7vZe9hR,1543510868226,4h4pLF9gXo33LMgrxu7S5H,1572086521765,5,1572261060489,155000,Sosm2uC8zEpAHt4HRzEQSU,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
dbsuPUPnqACqjrG29duXmz,ttniMMYrSaahmZbviVMnkA,1525075486235,9ysCcFqKeSabKhiWX54ZJd,1514278833060,5,1525937210850,,p8vrwvQQMSkSPUSWLnsRaQ,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
vRZ4vjRpx7xTB8Fcfv76X8,hk2CqJsF5veFMLwHxRRZGt,1534092848655,Y3bTv9VGzoWodihB4cvqDc,1544556364856,1,1544590312118,,NY4ddQbGabAksZsRRASgrB,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
QGeLNqk2rqBa8oMwTAeyec,gxFio97zFtTzBmAqk4xQRj,1555797161782,C9RSomtLLyTsT9NNnsFgYH,1555020614538,1,1558416916641,,adAcCcU3Bi3pQrPgAHYLmY,VzkJEPR5H3mnqctJ8TW3YS,HN4YtXs2DMXEcY3xzexmxA,Finished,,FALSE
6SPZtZc3eXUvNcUanKrMPK,fdymNdpgdcdKNct9JXdHoA,1547715812663,8kjdpX5CwGCoYxQpkJFcMs,1547764256987,5,1547816702189,50000,adAcCcU3Bi3pQrPgAHYLmY,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
hcSPRJy7Jx5uAWZdgz2rMo,fSPktD7dK9ocC7GnvMUVHN,1554583431288,uadvTmU5PguSrAMEBsg9oa,1555930385329,5,1557403904894,,uDHVz7XXXRCkGKWRUe2jKp,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,wP4eEPedVkfCnLTH97vkvE,FALSE
7rwKMupTJ6ZUCmXMohyERd,e2HGJfthxBvBKTU7NBg7xA,1541327635777,zAyJPUA6scuVWtvqHdFTMG,1574918440672,1,1574947372720,,5YkLrEdys7QnTpdrsj7QKT,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
wjECRaoDHe6PQmjo4tAPBg,5y3KK53HAAf2AHYVdii4sR,1546242859969,VejsYBUh6nEZPvUo47ujLe,1556954814577,5,1557050623301,100000,uXjoimAM2PjeSdF2jGmXdB,Ax5bRJZGir8vaZMs3ZB9i5,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
i8A2WuCJTTfkinTr3naz5b,q4mVPAP9tfMLeGtpw5BSdD,1541052604748,sUVGuoQwDoDhomMSpe3FHU,1542734569272,5,1542814888833,300000,p8vrwvQQMSkSPUSWLnsRaQ,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
EUygPMKnsghVnAdXrdwvNC,yp6mqigwq82NDGhtu5sasw,1544945177184,zheTTuBR36tbKfrEWxtkUu,1571425096708,2,1571938687734,70000,mFWHtrwi8P4Wz3sHPPZon8,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
wyQ45zxfDhPo5aVr5QREYT,oqFZeM3cJ8HFDeXHauiLMs,1540974320301,fZgURKEe6Bwm6bAax4RYNv,1567259267247,4,1568888118380,2250000,ZtpYeLmYDoYfrxZWhdCAWJ,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
tRwQA73uZLR4kZFXun23hy,XQJGP3fxWF9rmoPpJEQbLc,1546953438269,fkHrapNH7ViCb9u8sigEVN,1552744339290,5,1573248634285,100000,dhkij8zJfVRwvmz9T8VNUL,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
BCPdWK5xLDANJAo2xPFCpQ,vSkipFBwWK6dUqBQswEMrg,1557679741517,SHsXFK2NMEWcvcLPBpCnXS,1571137448216,5,1571254908089,30000,sDRRkkrrCx3krdGsGqwhFR,VzkJEPR5H3mnqctJ8TW3YS,4vmCuHsVCshaWa5e5WxrNK,Finished,,TRUE
rVeVNyj4NmYCsBytouWwQe,Mr4zVG6jgHr3kGgqgdAZ4D,1553032465849,hwdjrHMjNQ7xntGm63mw74,1558188031868,5,1558426754084,350000,SwQhR34dsbrsNVkRv5VrBF,VzkJEPR5H3mnqctJ8TW3YS,w7ySKZasdRqSzabsjb7XXY,Finished,,FALSE
4mTzbNJc8nFn7tCg5y4Qbd,VmFHP2t2M6xCZXyJj9nPzw,1535870609196,ZauyuMFDDMYyWmYa9TaYVm,1538475749483,4,1539160863952,80000,ZGXuBGjExes2GCbdEs2W6m,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
dERyAu7wmHrLPt7zdYqx8B,aZsAK4QEGtEJSdBTDdkTNo,1555578686685,hkHYAyZC4SAEiXLdBfMAc6,1544369894786,4,1564310241433,1800000,5F8wL8neG2o2Vykb8s4p44,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,WAxYoAQRyaiY2uPTNGV77P,FALSE
Y52p5X8tBFNxC4MmYE6M4t,5coNwAFwg8vWHEPib92nkM,1542544031827,4ZwgwREnCCQWfAsPQ36P2m,1562401779853,5,1566548055901,100000,8y6k5vt7btxqjCYEsGU9Ps,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
ta4FmwCLevLMUqnktHGPXn,BF937ZpMmobD4XKYwEWJog,1534421306989,iUizdiv5uvYUPEJMPAGz5q,1533109971075,5,1534577808878,45000,5YkLrEdys7QnTpdrsj7QKT,VzkJEPR5H3mnqctJ8TW3YS,Exa7SPbiAcpe6Px23obGiX,Finished,,TRUE
8PviNDyQHqvkpAGc2fAifX,SgmiQmZgUtsLY72Juh7Gn9,1548758653791,gSxjrfBN4LvXYWFrm4nTM9,1560240354119,5,1560335806308,200000,UX7m6RWnKWvmw82URCyUMB,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
cmqECffqM8DpaLRp86TYZr,XnEPeoJ8EGDPi7N2wVhhsi,1550251246959,5MyDnJuTzqbfUyRRWj7sR7,1572693156585,5,1575285700754,250000,NEJ96Dekwh9uFzcR6vNUdF,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
Njwa2z4DxpDQXKw8uSR7N6,WjAidY38pvnxgq52p3NNR6,1533156864378,6GXevDTFaPm8tuRZA7E9m7,1534393768249,5,1534480371719,170000,SwQhR34dsbrsNVkRv5VrBF,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
omkmYH6PdA7EQXs6ZAZnBR,EAcHX2A2GRqwTBVDaUGrGg,1558267991214,vAurougETfjbJfW3NBCTZz,1570717537919,5,1570807096224,140000,bKv8JeCDhHBCe8SnfDcv66,VzkJEPR5H3mnqctJ8TW3YS,w7ySKZasdRqSzabsjb7XXY,Finished,,FALSE
QoYQWBSJ7YLtYopcKXVQAN,ung38G6iTkGcXgFZmbakUz,1528191136272,9DMYZixwQEMrCCncGchsTa,1554622506881,5,1568580289531,130000,UX7m6RWnKWvmw82URCyUMB,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
eprHZZpxXSmFqEifhiWmZZ,CPuLZEngxo6LvQ75gx22fM,1508308802891,MoYd4q2FmgbJgNRPhrciHJ,1518255878766,3,1519230446829,55000,p8vrwvQQMSkSPUSWLnsRaQ,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
BJ4RP5myY8eV9e3uf3cYgu,vZhFM8GcQLBMYeLq5CdKic,1519821253265,hFfbiaTPMGyRjZvbtzYeuf,1539278644883,5,1551781505806,600000,UX7m6RWnKWvmw82URCyUMB,VzkJEPR5H3mnqctJ8TW3YS,4vmCuHsVCshaWa5e5WxrNK,Finished,,FALSE
